cycle,ticker,status,yes_bid,yes_ask,no_bid,no_ask,last,previous,volume,volume_24h,open_interest,close_time,quote_source
20260922T043112Z,KXNCAAFGAME-26SEP26CARKFSU-CARK,active,0.0,0.01,0.99,1.0,0.01,0.01,147056.36,57010.3,147025.09,2026-09-28T17:00:00Z,market
20260922T043112Z,KXNCAAFGAME-26SEP26ILLOSU-ILL,active,0.03,0.04,0.96,0.97,0.04,0.04,35392.08,9219.29,33862.6,2026-09-28T17:00:00Z,market
20260922T043112Z,KXNCAAFGAME-26SEP26JMUODU-JMU,active,0.66,0.67,0.33,0.34,0.67,0.66,15190.05,1672.46,14875.02,2026-09-28T17:00:00Z,market
20260922T043112Z,KXNCAAFGAME-26SEP26MOSUSMU-SMU,active,0.98,0.99,0.01,0.02,0.99,0.99,26895.38,11725.44,25708.7,2026-09-28T17:00:00Z,market
20260922T043112Z,KXNCAAFGAME-26SEP26NCCUECU-ECU,active,0.99,1.0,0.0,0.01,0.99,0.99,117276.22,2303.23,113245.04,2026-09-28T20:00:00Z,market
20260922T043112Z,KXNCAAFGAME-26SEP26NCCUECU-NCCU,active,0.0,0.01,0.99,1.0,0.01,0.01,209641.63,30705.82,118313.39,2026-09-28T20:00:00Z,market
20260922T043112Z,KXNCAAFGAME-26SEP26SHSUTTU-SHSU,active,0.01,0.02,0.98,0.99,0.02,0.02,72512.03,37736.12,70827.45,2026-09-28T17:00:00Z,market
20260922T043112Z,KXNCAAFGAME-26SEP26SHSUTTU-TTU,active,0.99,1.0,0.0,0.01,0.99,0.99,29215.93,150.0,27244.13,2026-09-28T17:00:00Z,market
20260922T043112Z,KXNCAAFGAME-26SEP26TEXTENN-TEX,active,0.67,0.68,0.32,0.33,0.68,0.64,76518.77,33147.71,60051.84,2026-09-28T16:00:00Z,market
20260922T043112Z,KXNFLGAME-26SEP27ARISF-ARI,active,0.21,0.22,0.78,0.79,0.22,0.22,42661.52,5475.87,34858.7,2026-09-29T20:05:00Z,market
20260922T043112Z,KXNFLGAME-26SEP27BALDAL-DAL,active,0.4,0.42,0.58,0.6,0.42,0.42,50645.46,20943.18,40897.39,2026-09-29T20:25:00Z,book
20260922T043112Z,KXNFLGAME-26SEP27KCMIA-KC,active,0.86,0.87,0.13,0.14,0.87,0.85,320323.99,283431.33,293115.06,2026-09-29T17:00:00Z,book
20260922T043112Z,KXNFLGAME-26SEP27SEAWAS-SEA,active,0.73,0.74,0.26,0.27,0.74,0.73,231554.77,137441.96,193778.15,2026-09-29T17:00:00Z,market
20260922T043112Z,KXOPENAICEOCHANGE-26,active,0.05,0.08,0.92,0.95,0.08,0.08,114032.1,251.06,44733.73,2027-01-01T18:58:00Z,market
20260922T043112Z,KXWNBAGAME-26SEP22CONNWSH-WSH,active,0.9,0.91,0.09,0.1,0.9,0.88,52156.33,44670.11,44321.01,2026-09-24T23:30:00Z,book
