cycle,ticker,status,yes_bid,yes_ask,no_bid,no_ask,last,previous,volume,volume_24h,open_interest,close_time,quote_source
20260921T002604Z,KXNCAAFGAME-26SEP25ARMYTEM-TEM,active,0.4,0.41,0.59,0.6,0.41,0.27,2039.65,1910.06,1789.37,2026-09-27T20:00:00Z,market
20260921T002604Z,KXNCAAFGAME-26SEP25HOWRUTG-HOW,active,0.01,0.03,0.97,0.99,0.03,0.03,74949.48,69506.33,72098.61,2026-09-27T23:00:00Z,market
20260921T002604Z,KXNCAAFGAME-26SEP25HOWRUTG-RUTG,active,0.98,0.99,0.01,0.02,0.99,0.98,8959.01,4229.64,7176.65,2026-09-27T23:00:00Z,market
20260921T002604Z,KXNCAAFGAME-26SEP26CARKFSU-CARK,active,0.0,0.01,0.99,1.0,0.01,0.01,70434.27,48645.16,70403.0,2026-09-28T17:00:00Z,market
20260921T002604Z,KXNCAAFGAME-26SEP26ILLOSU-ILL,active,0.03,0.04,0.96,0.97,0.04,0.05,15794.45,10940.55,14637.31,2026-09-28T17:00:00Z,market
20260921T002604Z,KXNCAAFGAME-26SEP26JMUODU-JMU,active,0.64,0.65,0.35,0.36,0.66,0.86,13077.32,13072.33,13077.32,2026-09-28T17:00:00Z,book
20260921T002604Z,KXNCAAFGAME-26SEP26MOSUSMU-SMU,active,0.98,0.99,0.01,0.02,0.99,0.97,15119.49,9434.47,14432.81,2026-09-28T17:00:00Z,market
20260921T002604Z,KXNCAAFGAME-26SEP26NCCUECU-ECU,active,0.99,1.0,0.0,0.01,0.99,0.96,114969.99,113315.77,113429.04,2026-09-28T20:00:00Z,market
20260921T002604Z,KXNCAAFGAME-26SEP26NCCUECU-NCCU,active,0.0,0.01,0.99,1.0,0.01,0.1,151637.59,151286.62,118316.39,2026-09-28T20:00:00Z,market
20260921T002604Z,KXNCAAFGAME-26SEP26SHSUTTU-SHSU,active,0.01,0.02,0.98,0.99,0.02,0.02,27551.7,19419.98,25913.06,2026-09-28T17:00:00Z,market
20260921T002604Z,KXNCAAFGAME-26SEP26SHSUTTU-TTU,active,0.99,1.0,0.0,0.01,0.99,0.99,29050.65,17674.31,27259.41,2026-09-28T17:00:00Z,market
20260921T002604Z,KXNCAAFGAME-26SEP26TEXTENN-TEX,active,0.63,0.64,0.36,0.37,0.64,0.71,39457.77,24387.72,26090.21,2026-09-28T16:00:00Z,market
20260921T002604Z,KXNFLGAME-26SEP20INDKC-IND,active,0.36,0.37,0.63,0.64,0.37,0.29,2268053.79,1938866.85,2220257.65,2026-09-23T00:20:00Z,book
20260921T002604Z,KXNFLGAME-26SEP20INDKC-KC,active,0.63,0.64,0.36,0.37,0.64,0.72,5879375.47,5288706.05,5723532.81,2026-09-23T00:20:00Z,book
20260921T002604Z,KXNFLGAME-26SEP27ARISF-ARI,active,0.2,0.21,0.79,0.8,0.21,0.22,33889.57,10484.32,28050.39,2026-09-29T20:05:00Z,market
20260921T002604Z,KXNFLGAME-26SEP27SEAWAS-SEA,active,0.7,0.72,0.28,0.3,0.72,0.55,58981.35,51237.59,46032.25,2026-09-29T17:00:00Z,book
20260921T002604Z,KXOPENAICEOCHANGE-26,active,0.05,0.08,0.92,0.95,0.08,0.08,113781.04,0.0,44733.73,2027-01-01T18:58:00Z,market
