cycle,ticker,status,yes_bid,yes_ask,no_bid,no_ask,last,previous,volume,volume_24h,open_interest,close_time,quote_source
20260926T015236Z,KXBTC-26SEP2522-B83850,active,0.01,0.03,0.97,0.99,0.03,0.0,2556.51,2556.51,1282.7,2026-09-26T02:00:00Z,book
20260926T015236Z,KXBTC-26SEP2522-B84150,active,0.17,0.18,0.82,0.83,0.06,0.0,2810.5,2729.06,1714.3,2026-09-26T02:00:00Z,book
20260926T015236Z,KXBTC-26SEP2522-B84250,active,0.0,0.01,0.99,1.0,0.02,0.0,640.0,640.0,628.0,2026-09-26T02:00:00Z,market
20260926T015236Z,KXBTC15M-26SEP252200-00,active,0.73,0.74,0.26,0.27,0.56,0.0,959871.7,767460.03,364222.3,2026-09-26T02:00:00Z,book
20260926T015236Z,KXCEOANTHROPIC-26,active,0.05,0.13,0.87,0.95,0.05,0.05,8579.72,1031.9,6114.66,2027-01-01T04:59:00Z,market
20260926T015236Z,KXCPI-26SEP-T0.4,active,0.85,0.88,0.12,0.15,0.84,0.92,90226.5,8685.24,50019.49,2026-10-14T12:25:00Z,market
20260926T015236Z,KXCPI-26SEP-T0.5,active,0.55,0.6,0.4,0.45,0.56,0.63,67940.22,1730.75,43073.38,2026-10-14T12:25:00Z,market
20260926T015236Z,KXCPI-26SEP-T0.6,active,0.16,0.17,0.83,0.84,0.17,0.24,91071.84,3008.62,22674.19,2026-10-14T12:25:00Z,market
20260926T015236Z,KXCPIYOY-26SEP-T3.5,active,0.78,0.85,0.15,0.22,0.85,0.84,46921.23,1779.5,34581.63,2026-10-14T12:29:00Z,market
20260926T015236Z,KXCPIYOY-26SEP-T3.6,active,0.38,0.41,0.59,0.62,0.39,0.46,65285.8,2789.84,46087.53,2026-10-14T12:29:00Z,market
20260926T015236Z,KXETH15M-26SEP252200-00,active,0.43,0.44,0.56,0.57,0.28,0.0,30254.91,21951.35,13700.97,2026-09-26T02:00:00Z,book
20260926T015236Z,KXFDAANNOUNCE-BPC-26NOV01,active,0.04,0.09,0.91,0.96,0.12,0.12,14584.77,0.0,6342.55,2026-11-01T04:59:00Z,market
20260926T015236Z,KXFDAANNOUNCE-BPC-27JAN01,active,0.31,0.33,0.67,0.69,0.31,0.31,14867.63,0.0,5479.01,2027-01-01T04:59:00Z,market
20260926T015236Z,KXFDAAPPROVALDATECMPS-360-27JUL01,active,0.79,0.85,0.15,0.21,0.83,0.83,8645.35,0.0,3300.16,2027-07-01T03:59:00Z,market
20260926T015236Z,KXFDAAPPROVALDATENTLA-LONV-27JUL01,active,0.86,0.93,0.07,0.14,0.96,0.96,4634.76,0.0,2591.07,2027-07-01T03:59:00Z,market
20260926T015236Z,KXFDAAPPROVALDATENTLA-LONV-28JAN01,active,0.88,0.92,0.08,0.12,0.72,0.72,610.75,0.0,143.3,2028-01-01T04:59:00Z,market
20260926T015236Z,KXFDAAPPROVE-CYT-26OCT01,active,0.0,0.06,0.94,1.0,0.01,0.06,8687.35,517.61,6782.84,2026-10-01T03:59:00Z,market
20260926T015236Z,KXFDAAPPROVE-CYT-27JAN01,active,0.15,0.17,0.83,0.85,0.13,0.13,144.35,0.0,68.8,2027-01-01T04:59:00Z,market
20260926T015236Z,KXFDARETATRUTIDE-RET-27JAN01,active,0.06,0.09,0.91,0.94,0.03,0.03,26602.73,0.0,10669.73,2027-01-01T04:59:00Z,market
20260926T015236Z,KXFDARETATRUTIDE-RET-28JAN01,active,0.86,0.93,0.07,0.14,0.93,0.89,2117.57,10.7,1422.06,2028-01-01T04:59:00Z,market
20260926T015236Z,KXFED-26OCT-T4.00,active,0.63,0.65,0.35,0.37,0.64,0.67,65986.76,1520.68,33365.18,2026-10-28T17:55:00Z,market
20260926T015236Z,KXFED-26OCT-T4.25,active,0.01,0.02,0.98,0.99,0.02,0.02,18696.97,125.78,16811.56,2026-10-28T17:55:00Z,market
